confidence_level,country_id,data_origin,engine_weight_limit,estimates,estimation_method,field_origins,method_note,source_basis,team_name,team_wc_id,year
C,country_iraq,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 38.76, ""shots_for"": 7.0, ""shots_against"": 12.23, ""passes_completed"": 261.11, ""crosses"": 14.96, ""set_piece_goals"": null, ""pressing_intensity"": 37.0, ""direct_attacks"": 23.6, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Iraq 1986,team_iraq_1986,1986
C,country_italy,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 46.14, ""shots_for"": 10.54, ""shots_against"": 13.28, ""passes_completed"": 325.46, ""crosses"": 16.51, ""set_piece_goals"": null, ""pressing_intensity"": 45.65, ""direct_attacks"": 25.6, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Italy 1986,team_italy_1986,1986
C,country_mexico,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 54.47, ""shots_for"": 10.87, ""shots_against"": 5.5, ""passes_completed"": 401.15, ""crosses"": 15.55, ""set_piece_goals"": null, ""pressing_intensity"": 57.76, ""direct_attacks"": 22.44, ""tactical_style_profile"": ""defensive_control""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Mexico 1986,team_mexico_1986,1986
C,country_morocco,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 46.39, ""shots_for"": 7.0, ""shots_against"": 5.5, ""passes_completed"": 327.26, ""crosses"": 15.24, ""set_piece_goals"": null, ""pressing_intensity"": 47.75, ""direct_attacks"": 23.01, ""tactical_style_profile"": ""defensive_control""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Morocco 1986,team_morocco_1986,1986
C,country_northern_ireland,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 38.6, ""shots_for"": 7.0, ""shots_against"": 18.03, ""passes_completed"": 260.0, ""crosses"": 15.81, ""set_piece_goals"": null, ""pressing_intensity"": 35.6, ""direct_attacks"": 25.32, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Northern Ireland 1986,team_northern_ireland_1986,1986
C,country_paraguay,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.27, ""shots_for"": 8.37, ""shots_against"": 13.28, ""passes_completed"": 319.16, ""crosses"": 15.97, ""set_piece_goals"": null, ""pressing_intensity"": 44.6, ""direct_attacks"": 24.66, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Paraguay 1986,team_paraguay_1986,1986
C,country_poland,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 42.14, ""shots_for"": 7.0, ""shots_against"": 15.46, ""passes_completed"": 296.66, ""crosses"": 14.41, ""set_piece_goals"": null, ""pressing_intensity"": 40.4, ""direct_attacks"": 22.0, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Poland 1986,team_poland_1986,1986
C,country_portugal,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 45.93, ""shots_for"": 7.0, ""shots_against"": 11.7, ""passes_completed"": 327.7, ""crosses"": 15.07, ""set_piece_goals"": null, ""pressing_intensity"": 45.73, ""direct_attacks"": 22.76, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Portugal 1986,team_portugal_1986,1986
C,country_scotland,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 39.43, ""shots_for"": 7.0, ""shots_against"": 9.34, ""passes_completed"": 265.91, ""crosses"": 14.89, ""set_piece_goals"": null, ""pressing_intensity"": 38.4, ""direct_attacks"": 23.37, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Scotland 1986,team_scotland_1986,1986
C,country_south_korea,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 40.26, ""shots_for"": 10.71, ""shots_against"": 19.0, ""passes_completed"": 271.91, ""crosses"": 17.31, ""set_piece_goals"": null, ""pressing_intensity"": 37.0, ""direct_attacks"": 28.07, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",South Korea 1986,team_south_korea_1986,1986
C,country_soviet_union,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 57.27, ""shots_for"": 18.5, ""shots_against"": 10.71, ""passes_completed"": 416.81, ""crosses"": 19.77, ""set_piece_goals"": null, ""pressing_intensity"": 59.55, ""direct_attacks"": 30.46, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Soviet Union 1986,team_soviet_union_1986,1986
C,country_spain,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 57.17, ""shots_for"": 18.5, ""shots_against"": 6.64, ""passes_completed"": 420.59, ""crosses"": 17.78, ""set_piece_goals"": null, ""pressing_intensity"": 60.28, ""direct_attacks"": 26.49, ""tactical_style_profile"": ""possession""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Spain 1986,team_spain_1986,1986
C,country_uruguay,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 38.02, ""shots_for"": 7.0, ""shots_against"": 18.03, ""passes_completed"": 260.0, ""crosses"": 15.45, ""set_piece_goals"": null, ""pressing_intensity"": 35.0, ""direct_attacks"": 24.69, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Uruguay 1986,team_uruguay_1986,1986
C,country_west_germany,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 52.55, ""shots_for"": 10.32, ""shots_against"": 8.42, ""passes_completed"": 386.08, ""crosses"": 15.6, ""set_piece_goals"": null, ""pressing_intensity"": 54.37, ""direct_attacks"": 22.82, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",West Germany 1986,team_west_germany_1986,1986
C,country_argentina,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 51.91, ""shots_for"": 7.0, ""shots_against"": 5.5, ""passes_completed"": 381.45, ""crosses"": 14.6, ""set_piece_goals"": null, ""pressing_intensity"": 54.37, ""direct_attacks"": 20.9, ""tactical_style_profile"": ""defensive_control""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Argentina 1990,team_argentina_1990,1990
C,country_austria,mixed_estimated_proxy_and_synthetic_comparable,0.3,"{""possession_avg"": 46.6, ""shots_for"": 7.0, ""shots_against"": 8.8, ""passes_completed"": 332.5, ""crosses"": 15.01, ""set_piece_goals"": null, ""pressing_intensity"": 47.13, ""direct_attacks"": 22.52, ""tactical_style_profile"": ""balanced""}",G3_team_style_from_results_and_goal_profile_v1,"{""possession_avg"": ""synthetic_comparable"", ""shots_for"": ""estimated_proxy"", ""shots_against"": ""estimated_proxy"", ""passes_completed"": ""synthetic_comparable"", ""crosses"": ""synthetic_comparable"", ""set_piece_goals"": ""estimated_proxy"", ""pressing_intensity"": ""synthetic_comparable"", ""direct_attacks"": ""synthetic_comparable"", ""tactical_style_profile"": ""synthetic_comparable""}","Estimativa de estilo coletivo para diferenciar padrões de simulação; não representa estatística oficial de posse, passes ou pressão.","[""team_wc_metrics.goals_for_per_game"", ""team_wc_metrics.goals_against_per_game"", ""team_wc_metrics.win_rate"", ""team_wc_metrics.goal_difference""]",Austria 1990,team_austria_1990,1990
